Season,PlayerID,PlayerName,Team,GamesPlayed,AtBats,Runs,Hits,HomeRuns,RBIs,StolenBases,Walks,StrikeOuts,BattingAverage,OnBasePercentage,SluggingPercentage,OPS
2017,502517,Daniel Murphy,Washington Nationals,144.0,534.0,94.0,172,23,93,2,52,77,0.322,0.384,0.543,0.927
2013,537953,Daniel Nava,Boston Red Sox,134.0,458.0,77.0,139,12,66,0,51,93,0.303,0.385,0.445,0.83
2024,25180,Daniel Schneemann,CLE,,,,42,5,22,3,25,70,0.218,0.303,0.368,0.671
2025,25180,Daniel Schneemann,CLE,,,,27,6,13,0,14,30,0.25,0.336,0.463,0.799
2019,596129,Daniel Vogelbach,Seattle Mariners,144.0,462.0,73.0,96,30,76,0,92,149,0.208,0.341,0.439,0.78
2024,14130,Daniel Vogelbach,TOR,,,,13,1,8,0,9,17,0.186,0.278,0.3,0.578
2004,110712,Danny Bautista,Arizona Diamondbacks,141.0,539.0,64.0,154,11,65,6,35,66,0.286,0.332,0.401,0.733
2011,457787,Danny Espinosa,Washington Nationals,158.0,573.0,72.0,135,21,66,17,57,166,0.236,0.323,0.414,0.737
2012,457787,Danny Espinosa,Washington Nationals,160.0,594.0,82.0,147,17,56,20,46,189,0.247,0.315,0.402,0.717
2016,457787,Danny Espinosa,Washington Nationals,157.0,516.0,66.0,108,24,72,9,54,174,0.209,0.306,0.378,0.684
2024,16535,Danny Jansen,- - -,,,,57,9,24,0,40,61,0.205,0.309,0.349,0.658
2025,16535,Danny Jansen,TBR,,,,21,3,10,0,20,27,0.204,0.344,0.32,0.664
2024,18889,Danny Mendick,CHW,,,,26,3,8,6,6,35,0.197,0.243,0.318,0.561
2019,542454,Danny Santana,Texas Rangers,130.0,474.0,81.0,134,28,81,21,25,151,0.283,0.324,0.534,0.858
2011,502143,Danny Valencia,Minnesota Twins,154.0,564.0,63.0,139,15,72,2,40,102,0.246,0.294,0.383,0.677
2016,502143,Danny Valencia,Oakland Athletics,130.0,471.0,72.0,135,17,51,1,41,115,0.287,0.346,0.446,0.792
2017,621020,Dansby Swanson,Atlanta Braves,144.0,488.0,59.0,113,6,51,3,59,120,0.232,0.312,0.324,0.636
2018,621020,Dansby Swanson,Atlanta Braves,136.0,478.0,51.0,114,14,59,10,44,122,0.238,0.304,0.395,0.699
2019,621020,Dansby Swanson,Atlanta Braves,127.0,483.0,77.0,121,17,65,10,51,124,0.251,0.325,0.422,0.747
2020,621020,Dansby Swanson,Atlanta Braves,60.0,237.0,49.0,65,10,35,5,22,71,0.274,0.345,0.464,0.809
2021,621020,Dansby Swanson,Atlanta Braves,160.0,588.0,78.0,146,27,88,9,52,167,0.248,0.311,0.449,0.76
2022,621020,Dansby Swanson,Atlanta Braves,162.0,640.0,99.0,177,25,96,18,49,182,0.277,0.329,0.447,0.776
2023,621020,Dansby Swanson,Chicago Cubs,147.0,565.0,81.0,138,22,80,9,66,154,0.244,0.328,0.416,0.744
2024,18314,Dansby Swanson,CHC,,,,129,16,66,19,54,144,0.242,0.312,0.39,0.701
2025,18314,Dansby Swanson,CHC,,,,51,11,29,7,18,55,0.262,0.321,0.477,0.798
2000,110974,Dante Bichette,Cincinnati Reds,125.0,461.0,67.0,136,16,76,5,41,69,0.295,0.353,0.466,0.819
2024,26224,Darell Hernaiz,OAK,,,,23,1,12,1,11,27,0.192,0.261,0.242,0.503
2008,435558,Daric Barton,Oakland Athletics,140.0,446.0,59.0,101,9,47,2,65,99,0.226,0.327,0.348,0.675
2010,435558,Daric Barton,Oakland Athletics,159.0,556.0,79.0,152,10,57,7,110,102,0.273,0.393,0.405,0.798
2000,113889,Darin Erstad,Anaheim Angels,157.0,676.0,121.0,240,25,100,28,64,82,0.355,0.409,0.541,0.95
2001,113889,Darin Erstad,Anaheim Angels,157.0,631.0,89.0,163,9,63,24,62,113,0.258,0.331,0.36,0.691
2002,113889,Darin Erstad,Anaheim Angels,150.0,625.0,99.0,177,10,73,23,27,67,0.283,0.313,0.389,0.702
2004,113889,Darin Erstad,Anaheim Angels,125.0,495.0,79.0,146,7,69,16,37,74,0.295,0.346,0.4,0.746
2005,113889,Darin Erstad,Los Angeles Angels,153.0,609.0,86.0,166,7,66,10,47,109,0.273,0.325,0.371,0.696
2011,446381,Darwin Barney,Chicago Cubs,143.0,529.0,66.0,146,2,43,9,22,67,0.276,0.313,0.353,0.666
2012,446381,Darwin Barney,Chicago Cubs,156.0,548.0,73.0,139,7,44,6,33,58,0.254,0.299,0.354,0.653
2013,446381,Darwin Barney,Chicago Cubs,141.0,501.0,49.0,104,7,41,4,36,64,0.208,0.266,0.303,0.569
2022,662139,Daulton Varsho,Arizona Diamondbacks,151.0,531.0,79.0,125,27,74,16,46,145,0.235,0.302,0.443,0.745
2023,662139,Daulton Varsho,Toronto Blue Jays,158.0,527.0,65.0,116,20,61,16,45,135,0.22,0.285,0.389,0.674
2024,19918,Daulton Varsho,TOR,,,,98,18,58,10,48,137,0.214,0.293,0.407,0.7
2025,19918,Daulton Varsho,TOR,,,,14,7,19,1,3,25,0.203,0.227,0.58,0.806
2006,150353,Dave Roberts,San Diego Padres,129.0,499.0,80.0,146,2,44,49,51,61,0.293,0.36,0.393,0.753
2000,110816,David Bell,Seattle Mariners,133.0,454.0,57.0,112,11,47,2,42,66,0.247,0.316,0.381,0.697
2001,110816,David Bell,Seattle Mariners,135.0,470.0,62.0,122,15,64,2,28,59,0.26,0.303,0.415,0.718
2002,110816,David Bell,San Francisco Giants,154.0,552.0,82.0,144,20,73,1,54,80,0.261,0.333,0.429,0.762
2004,110816,David Bell,Philadelphia Phillies,143.0,533.0,67.0,155,18,77,1,57,75,0.291,0.363,0.458,0.821
2005,110816,David Bell,Philadelphia Phillies,150.0,557.0,53.0,138,10,61,0,47,69,0.248,0.31,0.361,0.671
2006,110816,David Bell,Milwaukee Brewers,145.0,504.0,60.0,136,10,63,3,50,68,0.27,0.337,0.399,0.736
2024,13744,David Dahl,PHI,,,,12,3,8,0,3,21,0.207,0.242,0.397,0.638
2005,430203,David DeJesus,Kansas City Royals,122.0,461.0,69.0,135,9,56,5,42,76,0.293,0.359,0.445,0.804
2006,430203,David DeJesus,Kansas City Royals,119.0,491.0,83.0,145,8,56,6,43,70,0.295,0.364,0.446,0.81
2007,430203,David DeJesus,Kansas City Royals,157.0,605.0,101.0,157,7,58,10,64,83,0.26,0.351,0.372,0.723
2008,430203,David DeJesus,Kansas City Royals,135.0,518.0,70.0,159,12,73,11,46,71,0.307,0.366,0.452,0.818
2009,430203,David DeJesus,Kansas City Royals,144.0,558.0,74.0,157,13,71,4,51,87,0.281,0.347,0.434,0.781
2011,430203,David DeJesus,Oakland Athletics,131.0,442.0,60.0,106,10,46,4,45,86,0.24,0.323,0.376,0.699
2012,430203,David DeJesus,Chicago Cubs,148.0,506.0,76.0,133,9,50,7,61,89,0.263,0.35,0.403,0.753
2005,113240,David Dellucci,Texas Rangers,128.0,435.0,97.0,109,29,65,5,76,121,0.251,0.367,0.513,0.88
2001,275930,David Eckstein,Anaheim Angels,153.0,582.0,82.0,166,4,41,29,43,60,0.285,0.355,0.357,0.712
2002,275930,David Eckstein,Anaheim Angels,152.0,608.0,107.0,178,8,63,21,45,44,0.293,0.363,0.388,0.751
2003,275930,David Eckstein,Anaheim Angels,120.0,452.0,59.0,114,3,31,16,36,45,0.252,0.325,0.325,0.65
2004,275930,David Eckstein,Anaheim Angels,142.0,566.0,92.0,156,2,35,16,42,49,0.276,0.339,0.332,0.671
2005,275930,David Eckstein,St. Louis Cardinals,158.0,630.0,90.0,185,8,61,11,58,44,0.294,0.363,0.395,0.758
2006,275930,David Eckstein,St. Louis Cardinals,123.0,500.0,68.0,146,2,23,7,31,41,0.292,0.35,0.344,0.694
2009,275930,David Eckstein,San Diego Padres,136.0,503.0,64.0,131,2,51,3,39,46,0.26,0.323,0.334,0.657
2019,664058,David Fletcher,Los Angeles Angels,154.0,596.0,83.0,173,6,49,8,55,64,0.29,0.35,0.384,0.734
2020,664058,David Fletcher,Los Angeles Angels,49.0,207.0,31.0,66,3,18,2,20,25,0.319,0.376,0.425,0.801
2021,664058,David Fletcher,Los Angeles Angels,157.0,626.0,74.0,164,2,47,15,31,60,0.262,0.297,0.324,0.621
2012,501896,David Freese,St. Louis Cardinals,144.0,501.0,70.0,147,20,79,3,57,122,0.293,0.372,0.467,0.839
2013,501896,David Freese,St. Louis Cardinals,138.0,462.0,53.0,121,9,60,1,47,106,0.262,0.34,0.381,0.721
2014,501896,David Freese,Los Angeles Angels,134.0,462.0,53.0,120,10,55,1,38,124,0.26,0.321,0.383,0.704
2017,501896,David Freese,Pittsburgh Pirates,130.0,426.0,44.0,112,10,52,0,58,116,0.263,0.368,0.371,0.739
2024,24934,David Fry,CLE,,,,88,14,51,4,42,84,0.263,0.356,0.448,0.804
2024,27531,David Hamilton,BOS,,,,73,8,28,33,22,80,0.248,0.303,0.395,0.697
2025,27531,David Hamilton,BOS,,,,14,2,5,8,2,16,0.219,0.254,0.344,0.597
2024,25111,David Hensley,MIA,,,,11,1,4,1,6,17,0.212,0.293,0.288,0.582
2000,116798,David Justice,New York Yankees,146.0,524.0,89.0,150,41,118,2,77,91,0.286,0.377,0.584,0.961
2012,461815,David Murphy,Texas Rangers,147.0,457.0,65.0,139,15,61,10,54,74,0.304,0.38,0.479,0.859
2003,120074,David Ortiz,Boston Red Sox,128.0,448.0,79.0,129,31,101,0,58,83,0.288,0.369,0.592,0.961
2004,120074,David Ortiz,Boston Red Sox,150.0,582.0,94.0,175,41,139,0,75,133,0.301,0.38,0.603,0.983
2005,120074,David Ortiz,Boston Red Sox,159.0,601.0,119.0,180,47,148,1,102,124,0.3,0.397,0.604,1.001
2006,120074,David Ortiz,Boston Red Sox,151.0,558.0,115.0,160,54,137,1,119,117,0.287,0.413,0.636,1.049
2007,120074,David Ortiz,Boston Red Sox,149.0,549.0,116.0,182,35,117,3,111,103,0.332,0.445,0.621,1.066
2009,120074,David Ortiz,Boston Red Sox,150.0,541.0,77.0,129,28,99,0,74,134,0.238,0.332,0.462,0.794
2010,120074,David Ortiz,Boston Red Sox,145.0,518.0,86.0,140,32,102,0,82,145,0.27,0.37,0.529,0.899
2011,120074,David Ortiz,Boston Red Sox,146.0,525.0,84.0,162,29,96,1,78,83,0.309,0.398,0.554,0.952
2013,120074,David Ortiz,Boston Red Sox,137.0,518.0,84.0,160,30,103,4,76,88,0.309,0.395,0.564,0.959
2014,120074,David Ortiz,Boston Red Sox,142.0,518.0,59.0,136,35,104,0,75,95,0.263,0.355,0.517,0.872
2015,120074,David Ortiz,Boston Red Sox,146.0,528.0,73.0,144,37,108,0,77,95,0.273,0.36,0.553,0.913
2016,120074,David Ortiz,Boston Red Sox,151.0,537.0,79.0,169,38,127,2,80,86,0.315,0.401,0.62,1.021
2015,444482,David Peralta,Arizona Diamondbacks,149.0,462.0,61.0,144,17,78,9,44,107,0.312,0.371,0.522,0.893
2017,444482,David Peralta,Arizona Diamondbacks,140.0,525.0,82.0,154,14,57,8,43,94,0.293,0.352,0.444,0.796
2018,444482,David Peralta,Arizona Diamondbacks,146.0,560.0,75.0,164,30,87,4,48,124,0.293,0.352,0.516,0.868
2020,444482,David Peralta,Arizona Diamondbacks,54.0,203.0,19.0,61,5,34,1,13,45,0.3,0.339,0.433,0.772
2021,444482,David Peralta,Arizona Diamondbacks,150.0,487.0,57.0,126,8,63,2,46,92,0.259,0.325,0.402,0.727
2024,2136,David Peralta,SDP,,,,63,8,28,2,22,54,0.267,0.335,0.415,0.75
2000,121977,David Segui,Cleveland Indians,150.0,574.0,93.0,192,19,103,0,53,84,0.334,0.388,0.51,0.898
2005,431151,David Wright,New York Mets,160.0,575.0,99.0,176,27,102,17,72,113,0.306,0.388,0.523,0.911
2006,431151,David Wright,New York Mets,154.0,582.0,96.0,181,26,116,20,66,113,0.311,0.381,0.531,0.912
2007,431151,David Wright,New York Mets,160.0,604.0,113.0,196,30,107,34,94,115,0.325,0.416,0.546,0.962
2008,431151,David Wright,New York Mets,160.0,626.0,115.0,189,33,124,15,94,118,0.302,0.39,0.534,0.924
2009,431151,David Wright,New York Mets,144.0,535.0,88.0,164,10,72,27,74,140,0.307,0.39,0.447,0.837
2010,431151,David Wright,New York Mets,157.0,587.0,87.0,166,29,103,19,69,161,0.283,0.354,0.503,0.857
2012,431151,David Wright,New York Mets,156.0,581.0,91.0,178,21,93,15,81,112,0.306,0.391,0.492,0.883
2014,431151,David Wright,New York Mets,134.0,535.0,54.0,144,8,63,8,42,113,0.269,0.324,0.374,0.698
2024,23565,Davis Schneider,TOR,,,,76,13,46,6,47,144,0.191,0.282,0.343,0.625
2012,493364,Dayan Viciedo,Chicago White Sox,147.0,505.0,64.0,129,25,78,0,28,120,0.255,0.3,0.444,0.744
2014,493364,Dayan Viciedo,Chicago White Sox,145.0,523.0,65.0,121,21,58,0,32,122,0.231,0.281,0.405,0.686
2024,18353,Daz Cameron,OAK,,,,34,5,15,5,13,51,0.2,0.258,0.329,0.587
2000,120194,Dean Palmer,Detroit Tigers,145.0,524.0,73.0,134,29,102,4,66,146,0.256,0.338,0.471,0.809
2014,543829,Dee Strange-Gordon,Los Angeles Dodgers,148.0,609.0,92.0,176,2,34,64,31,107,0.289,0.326,0.378,0.704
2015,543829,Dee Strange-Gordon,Miami Marlins,145.0,615.0,88.0,205,4,46,58,25,91,0.333,0.359,0.418,0.777
2017,543829,Dee Strange-Gordon,Miami Marlins,158.0,653.0,114.0,201,2,33,60,25,93,0.308,0.341,0.375,0.716
2018,543829,Dee Strange-Gordon,Seattle Mariners,141.0,556.0,62.0,149,4,36,30,9,80,0.268,0.288,0.349,0.637
2000,112897,Deivi Cruz,Detroit Tigers,156.0,583.0,68.0,176,10,82,1,13,43,0.302,0.318,0.449,0.767
2002,112897,Deivi Cruz,San Diego Padres,151.0,514.0,49.0,135,7,47,2,22,58,0.263,0.294,0.366,0.66
2003,112897,Deivi Cruz,Baltimore Orioles,152.0,548.0,61.0,137,14,65,1,13,49,0.25,0.269,0.378,0.647
2000,113291,Delino DeShields,Baltimore Orioles,151.0,561.0,84.0,166,10,86,37,69,82,0.296,0.369,0.444,0.813
2007,430321,Delmon Young,Tampa Bay Devil Rays,162.0,645.0,65.0,186,13,93,10,26,127,0.288,0.316,0.408,0.724
2008,430321,Delmon Young,Minnesota Twins,152.0,575.0,80.0,167,10,69,14,35,105,0.29,0.336,0.405,0.741
2010,430321,Delmon Young,Minnesota Twins,153.0,570.0,77.0,170,21,112,5,28,81,0.298,0.333,0.493,0.826
2011,430321,Delmon Young,Detroit Tigers,124.0,473.0,54.0,127,12,64,1,23,85,0.268,0.302,0.393,0.695
2012,430321,Delmon Young,Detroit Tigers,151.0,574.0,54.0,153,18,74,0,20,112,0.267,0.296,0.411,0.707
2009,452655,Denard Span,Minnesota Twins,145.0,578.0,97.0,180,8,68,23,70,89,0.311,0.392,0.415,0.807
2010,452655,Denard Span,Minnesota Twins,153.0,629.0,85.0,166,3,58,26,60,74,0.264,0.331,0.348,0.679
2012,452655,Denard Span,Minnesota Twins,128.0,516.0,71.0,146,4,41,17,47,62,0.283,0.342,0.395,0.737
2013,452655,Denard Span,Washington Nationals,153.0,610.0,75.0,170,4,47,20,42,77,0.279,0.327,0.38,0.707
2014,452655,Denard Span,Washington Nationals,147.0,610.0,94.0,184,5,37,31,50,65,0.302,0.355,0.416,0.771
2016,452655,Denard Span,San Francisco Giants,143.0,572.0,70.0,152,11,53,12,53,79,0.266,0.331,0.381,0.712
2017,452655,Denard Span,San Francisco Giants,129.0,497.0,73.0,135,12,43,12,40,69,0.272,0.329,0.427,0.756
2000,110818,Derek Bell,New York Mets,144.0,546.0,87.0,145,18,69,8,65,125,0.266,0.348,0.425,0.773
2018,518618,Derek Dietrich,Miami Marlins,149.0,499.0,72.0,132,16,45,2,29,140,0.265,0.33,0.421,0.751
2024,16947,Derek Hill,- - -,,,,39,7,25,6,5,56,0.241,0.271,0.42,0.69
2025,16947,Derek Hill,MIA,,,,14,2,5,5,6,27,0.212,0.288,0.348,0.636
2000,116539,Derek Jeter,New York Yankees,148.0,593.0,119.0,201,15,73,22,68,99,0.339,0.416,0.481,0.897
2001,116539,Derek Jeter,New York Yankees,150.0,614.0,110.0,191,21,74,27,56,99,0.311,0.377,0.48,0.857
2002,116539,Derek Jeter,New York Yankees,157.0,644.0,124.0,191,18,75,32,73,114,0.297,0.373,0.421,0.794
2003,116539,Derek Jeter,New York Yankees,119.0,482.0,87.0,156,10,52,11,43,88,0.324,0.393,0.45,0.843
2004,116539,Derek Jeter,New York Yankees,154.0,643.0,111.0,188,23,78,23,46,99,0.292,0.352,0.471,0.823
2005,116539,Derek Jeter,New York Yankees,159.0,654.0,122.0,202,19,70,14,77,117,0.309,0.389,0.45,0.839
2006,116539,Derek Jeter,New York Yankees,154.0,623.0,118.0,214,14,97,34,69,102,0.343,0.417,0.483,0.9
2007,116539,Derek Jeter,New York Yankees,156.0,639.0,102.0,206,12,73,15,56,100,0.322,0.388,0.452,0.84
2008,116539,Derek Jeter,New York Yankees,150.0,596.0,88.0,179,11,69,11,52,85,0.3,0.363,0.408,0.771
2009,116539,Derek Jeter,New York Yankees,153.0,634.0,107.0,212,18,66,30,72,90,0.334,0.406,0.465,0.871
2010,116539,Derek Jeter,New York Yankees,157.0,663.0,111.0,179,10,67,18,63,106,0.27,0.34,0.37,0.71
2011,116539,Derek Jeter,New York Yankees,131.0,546.0,84.0,162,6,61,16,46,81,0.297,0.355,0.388,0.743
2012,116539,Derek Jeter,New York Yankees,159.0,683.0,99.0,216,15,58,9,45,90,0.316,0.362,0.429,0.791
2014,116539,Derek Jeter,New York Yankees,145.0,581.0,47.0,149,4,50,10,35,87,0.256,0.304,0.313,0.617
2015,519083,Derek Norris,San Diego Padres,147.0,515.0,65.0,129,14,62,4,35,131,0.25,0.305,0.404,0.709
2000,117601,Derrek Lee,Florida Marlins,158.0,477.0,70.0,134,28,70,0,63,123,0.281,0.368,0.507,0.875
2001,117601,Derrek Lee,Florida Marlins,158.0,561.0,83.0,158,21,75,4,50,126,0.282,0.346,0.474,0.82
2002,117601,Derrek Lee,Florida Marlins,162.0,581.0,95.0,157,27,86,19,98,164,0.27,0.378,0.494,0.872
2003,117601,Derrek Lee,Florida Marlins,155.0,539.0,91.0,146,31,92,21,88,131,0.271,0.379,0.508,0.887
2004,117601,Derrek Lee,Chicago Cubs,161.0,605.0,90.0,168,32,98,12,68,128,0.278,0.356,0.504,0.86
2005,117601,Derrek Lee,Chicago Cubs,158.0,594.0,120.0,199,46,107,15,85,109,0.335,0.418,0.662,1.08
2007,117601,Derrek Lee,Chicago Cubs,150.0,567.0,91.0,180,22,82,6,71,114,0.317,0.4,0.513,0.913
2008,117601,Derrek Lee,Chicago Cubs,155.0,623.0,93.0,181,20,90,8,71,119,0.291,0.361,0.462,0.823
2009,117601,Derrek Lee,Chicago Cubs,141.0,532.0,91.0,163,35,111,1,76,109,0.306,0.393,0.579,0.972
2010,117601,Derrek Lee,Atlanta Braves,148.0,547.0,80.0,142,19,80,1,73,134,0.26,0.347,0.428,0.775
2000,121058,Desi Relaford,San Diego Padres,128.0,410.0,55.0,88,5,46,13,75,71,0.215,0.351,0.3,0.651
2003,121058,Desi Relaford,Kansas City Royals,141.0,500.0,70.0,127,8,59,20,40,70,0.254,0.315,0.376,0.691
2012,457775,Desmond Jennings,Tampa Bay Rays,132.0,505.0,85.0,124,13,47,31,46,120,0.246,0.314,0.388,0.702
2013,457775,Desmond Jennings,Tampa Bay Rays,139.0,527.0,82.0,133,14,54,20,64,115,0.252,0.334,0.414,0.748
2014,457775,Desmond Jennings,Tampa Bay Rays,123.0,479.0,64.0,117,10,36,15,47,108,0.244,0.319,0.378,0.697
2009,451594,Dexter Fowler,Colorado Rockies,135.0,433.0,73.0,115,4,34,27,67,116,0.266,0.363,0.406,0.769
2010,451594,Dexter Fowler,Colorado Rockies,132.0,439.0,73.0,114,6,36,13,57,104,0.26,0.347,0.41,0.757
2011,451594,Dexter Fowler,Colorado Rockies,125.0,481.0,84.0,128,5,45,12,68,130,0.266,0.363,0.432,0.795
2012,451594,Dexter Fowler,Colorado Rockies,143.0,454.0,72.0,136,13,53,12,68,128,0.3,0.389,0.474,0.863
2014,451594,Dexter Fowler,Houston Astros,116.0,434.0,61.0,120,8,35,11,66,108,0.276,0.375,0.399,0.774
2015,451594,Dexter Fowler,Chicago Cubs,156.0,596.0,102.0,149,17,46,20,84,154,0.25,0.346,0.411,0.757
2016,451594,Dexter Fowler,Chicago Cubs,125.0,456.0,84.0,126,13,48,13,79,124,0.276,0.393,0.447,0.84
2019,451594,Dexter Fowler,St. Louis Cardinals,150.0,487.0,69.0,116,19,67,8,74,142,0.238,0.346,0.409,0.755
2015,544369,Didi Gregorius,New York Yankees,155.0,525.0,57.0,139,9,56,5,33,85,0.265,0.318,0.37,0.688
2016,544369,Didi Gregorius,New York Yankees,153.0,562.0,68.0,155,20,70,7,19,82,0.276,0.304,0.447,0.751
2017,544369,Didi Gregorius,New York Yankees,136.0,534.0,73.0,153,25,87,3,25,70,0.287,0.318,0.478,0.796
2018,544369,Didi Gregorius,New York Yankees,134.0,504.0,89.0,135,27,86,10,48,69,0.268,0.335,0.494,0.829
2020,544369,Didi Gregorius,Philadelphia Phillies,60.0,215.0,34.0,61,10,40,3,15,28,0.284,0.339,0.488,0.827
2024,27464,Dillon Dingler,DET,,,,14,1,11,0,3,30,0.167,0.195,0.31,0.505
2025,27464,Dillon Dingler,DET,,,,42,4,18,0,2,39,0.298,0.322,0.454,0.776
2014,425900,Dioner Navarro,Toronto Blue Jays,139.0,481.0,40.0,132,12,69,3,32,76,0.274,0.317,0.395,0.712
2000,124693,Dmitri Young,Cincinnati Reds,152.0,548.0,68.0,166,18,88,0,36,80,0.303,0.346,0.491,0.837
2001,124693,Dmitri Young,Cincinnati Reds,142.0,540.0,68.0,163,21,69,8,37,77,0.302,0.35,0.481,0.831
2003,124693,Dmitri Young,Detroit Tigers,155.0,562.0,78.0,167,29,85,2,58,130,0.297,0.372,0.537,0.909
2005,124693,Dmitri Young,Detroit Tigers,126.0,469.0,61.0,127,21,72,1,29,100,0.271,0.325,0.471,0.796
2007,124693,Dmitri Young,Washington Nationals,136.0,460.0,57.0,147,13,74,0,44,74,0.32,0.378,0.491,0.869
2017,570267,Domingo Santana,Milwaukee Brewers,151.0,525.0,88.0,146,30,85,15,73,178,0.278,0.371,0.505,0.876
2019,570267,Domingo Santana,Seattle Mariners,121.0,451.0,63.0,114,21,69,8,50,164,0.253,0.329,0.441,0.77
2024,26438,Dominic Canzone,SEA,,,,33,8,17,1,18,53,0.196,0.271,0.381,0.652
2024,26149,Dominic Fletcher,CHW,,,,46,1,17,0,11,58,0.206,0.252,0.256,0.508
2020,642086,Dominic Smith,New York Mets,50.0,177.0,27.0,56,10,42,0,14,45,0.316,0.377,0.616,0.993
2023,642086,Dominic Smith,Washington Nationals,153.0,527.0,57.0,134,12,46,1,47,91,0.254,0.326,0.366,0.692
2024,15653,Dominic Smith,- - -,,,,64,6,34,1,28,76,0.233,0.313,0.378,0.691
2013,502126,Domonic Brown,Philadelphia Phillies,139.0,496.0,65.0,135,27,83,8,39,97,0.272,0.324,0.494,0.818
2014,502126,Domonic Brown,Philadelphia Phillies,144.0,473.0,47.0,111,10,63,7,34,91,0.235,0.285,0.349,0.634
2020,456781,Donovan Solano,San Francisco Giants,54.0,190.0,22.0,62,3,29,0,10,39,0.326,0.365,0.463,0.828
2024,8623,Donovan Solano,SDP,,,,81,8,35,2,22,65,0.286,0.343,0.417,0.76
2025,8623,Donovan Solano,SEA,,,,9,0,1,0,2,18,0.138,0.162,0.169,0.331
2000,114844,Doug Glanville,Philadelphia Phillies,154.0,637.0,89.0,175,8,52,31,31,76,0.275,0.307,0.374,0.681
2001,114844,Doug Glanville,Philadelphia Phillies,153.0,634.0,74.0,166,14,55,28,19,91,0.262,0.285,0.375,0.66
2001,137006,Doug Mientkiewicz,Minnesota Twins,151.0,543.0,77.0,166,15,74,2,67,92,0.306,0.387,0.464,0.851
2002,137006,Doug Mientkiewicz,Minnesota Twins,143.0,467.0,60.0,122,10,64,1,74,69,0.261,0.365,0.392,0.757
2003,137006,Doug Mientkiewicz,Minnesota Twins,142.0,487.0,67.0,146,11,65,4,74,55,0.3,0.393,0.45,0.843
2025,31539,Drake Baldwin,ATL,,,,30,5,15,0,6,14,0.337,0.379,0.551,0.93
2024,25643,Drew Millas,WSN,,,,14,1,1,4,5,16,0.246,0.306,0.316,0.622
2024,27763,Drew Romo,COL,,,,9,0,6,0,2,18,0.176,0.208,0.235,0.443
2010,453211,Drew Stubbs,Cincinnati Reds,150.0,514.0,91.0,131,22,77,30,55,168,0.255,0.329,0.444,0.773
2011,453211,Drew Stubbs,Cincinnati Reds,158.0,604.0,92.0,147,15,44,40,63,205,0.243,0.321,0.364,0.685
2012,453211,Drew Stubbs,Cincinnati Reds,136.0,493.0,75.0,105,14,40,30,42,166,0.213,0.277,0.333,0.61
2025,20505,Drew Waters,KCR,,,,32,1,9,3,5,30,0.271,0.312,0.39,0.702
2012,554429,Dustin Ackley,Seattle Mariners,153.0,607.0,84.0,137,12,50,13,59,124,0.226,0.294,0.328,0.622
2014,554429,Dustin Ackley,Seattle Mariners,143.0,502.0,64.0,123,14,65,8,32,90,0.245,0.293,0.398,0.691
2007,456030,Dustin Pedroia,Boston Red Sox,139.0,520.0,86.0,165,8,50,7,47,42,0.317,0.38,0.442,0.822
2008,456030,Dustin Pedroia,Boston Red Sox,157.0,653.0,118.0,213,17,83,20,50,52,0.326,0.376,0.493,0.869
2009,456030,Dustin Pedroia,Boston Red Sox,154.0,626.0,115.0,185,15,72,20,74,45,0.296,0.371,0.447,0.818
2011,456030,Dustin Pedroia,Boston Red Sox,159.0,635.0,102.0,195,21,91,26,86,85,0.307,0.387,0.474,0.861
2012,456030,Dustin Pedroia,Boston Red Sox,141.0,563.0,81.0,163,15,65,20,48,60,0.29,0.347,0.449,0.796
2013,456030,Dustin Pedroia,Boston Red Sox,160.0,641.0,91.0,193,9,84,17,73,75,0.301,0.372,0.415,0.787
2014,456030,Dustin Pedroia,Boston Red Sox,135.0,551.0,72.0,153,7,53,6,51,75,0.278,0.337,0.376,0.713
2016,456030,Dustin Pedroia,Boston Red Sox,154.0,633.0,105.0,201,15,74,7,61,73,0.318,0.376,0.449,0.825
2021,666185,Dylan Carlson,St. Louis Cardinals,149.0,542.0,79.0,144,18,65,2,57,152,0.266,0.343,0.437,0.78
2024,20126,Dylan Carlson,- - -,,,,49,3,25,2,22,75,0.209,0.287,0.277,0.563
2024,33541,Dylan Crews,WSN,,,,26,3,8,12,11,26,0.218,0.288,0.353,0.641
2025,33541,Dylan Crews,WSN,,,,31,7,15,11,11,48,0.196,0.266,0.354,0.62
2024,18042,Dylan Moore,SEA,,,,74,10,42,32,53,123,0.201,0.32,0.367,0.687
2025,18042,Dylan Moore,SEA,,,,31,8,16,8,12,34,0.277,0.341,0.509,0.85
2017,592696,Eddie Rosario,Minnesota Twins,151.0,542.0,79.0,157,27,78,9,35,106,0.29,0.328,0.507,0.835
2018,592696,Eddie Rosario,Minnesota Twins,138.0,559.0,87.0,161,24,77,8,30,104,0.288,0.323,0.479,0.802
2019,592696,Eddie Rosario,Minnesota Twins,137.0,562.0,91.0,155,32,109,3,22,86,0.276,0.3,0.5,0.8
2020,592696,Eddie Rosario,Minnesota Twins,57.0,210.0,31.0,54,13,42,3,19,34,0.257,0.316,0.476,0.792
2023,592696,Eddie Rosario,Atlanta Braves,142.0,478.0,64.0,122,21,74,3,34,122,0.255,0.305,0.45,0.755
